z,cq,R2_m,R2_se,Epi_m,Epi_se,SR_m,SR_se,SRvar_m,SRvar_se,beta_norm2_m,beta_norm2_se
50.0,7.0,0.0014896943866999912,0.0,0.002287875098316107,0.0,0.03960401639745659,0.0,0.03961528948544156,0.0,0.002763333405787875,0.0
50.0,10.0,0.0016932489269253503,0.0,0.0028764410042674683,0.0,0.04358314671353541,0.0,0.04360278091139341,0.0,0.0035813457451429943,0.0
100.0,0.5,-0.0008330861469763029,0.0,-0.00045568682388987826,0.0,-0.048518414721102354,0.0,-0.04855132891820971,0.0,7.303204018178504e-05,0.0
100.0,0.75,-0.0006216925156048436,0.0,-0.00031383081152190075,0.0,-0.027530128247042887,0.0,-0.027526793105012735,0.0,0.00010506347719118267,0.0
100.0,0.9,-0.0005932986180730015,0.0,-0.000287511156756871,0.0,-0.023513357239397445,0.0,-0.023508097073092874,0.0,0.00012424113778373004,0.0
100.0,0.95,-0.0007260610613077922,0.0,-0.0003634325890405895,0.0,-0.029231082581970488,0.0,-0.02922895348369881,0.0,0.0001289436328352677,0.0
100.0,0.98,-0.0005500364638260091,0.0,-0.00025767487912105633,0.0,-0.02065137706115397,0.0,-0.020645451689058937,0.0,0.00013197980018651807,0.0
100.0,1.02,-0.0005569813368613286,0.0,-0.0002607440364739419,0.0,-0.02075557623836407,0.0,-0.020749665751137007,0.0,0.00013486832563641926,0.0
100.0,1.05,-0.0006354365754783764,0.0,-0.0003038451025215776,0.0,-0.02364080847783348,0.0,-0.02363559086210358,0.0,0.00013988742299453783,0.0
100.0,1.1,-0.0004912484633485814,0.0,-0.00021557774755466989,0.0,-0.01653111346907067,0.0,-0.016525103970504478,0.0,0.00014701896625115,0.0
100.0,1.25,-0.00033130142811832464,0.0,-0.00011328033055911949,0.0,-0.00816257341101475,0.0,-0.008158762907419763,0.0,0.0001633868694290045,0.0
100.0,1.5,-0.000144703213434072,0.0,1.1123082032371417e-05,0.0,0.0007360166536348121,0.0,0.0007356487525179449,0.0,0.00019439980381994961,0.0
100.0,2.0,-0.0002718742440575017,0.0,-3.073174385423397e-05,0.0,-0.0017501735173805102,0.0,-0.001749300890890978,0.0,0.0002531516884520515,0.0
100.0,3.0,-0.0009091939435967866,0.0,-0.00034640179865605056,0.0,-0.016614260983546146,0.0,-0.016608244150713564,0.0,0.00037217211412928137,0.0
100.0,5.0,0.00011792421565959277,0.0,0.00037586387435940117,0.0,0.014290907413789862,0.0,0.014285218982697462,0.0,0.0005945008150273076,0.0
100.0,7.0,0.0013342142253947031,0.0,0.0011935388053509806,0.0,0.038431848210748853,0.0,0.03844102680264353,0.0,0.0007980482835887185,0.0
100.0,10.0,0.001660937803788065,0.0,0.001547181676463604,0.0,0.04258803068432416,0.0,0.04260538643275684,0.0,0.0010837657528515953,0.0
