z2,cq,R2_m,R2_se,Epi_m,Epi_se,SR_m,SR_se,SRvar_m,SRvar_se,beta_norm2_m,beta_norm2_se
0.5,0.95,-6.0809296720543635,0.0,-0.026074537862418458,0.0,-0.00943968289849378,0.0,-0.009435382268055936,0.0,7.448545053736995,0.0
0.5,0.98,-6.392635556238672,0.0,-0.037949191459576224,0.0,-0.013502894388929338,0.0,-0.013497371784581406,0.0,8.180582157308226,0.0
0.5,1.02,-6.735515155603027,0.0,0.0037639542655108597,0.0,0.0012889509992486277,0.0,0.00128830743274352,0.0,8.237933227151416,0.0
0.5,1.05,-6.240801746972143,0.0,-0.031887056191793155,0.0,-0.011094825804336196,0.0,-0.011089959585065902,0.0,7.944600608895243,0.0
0.5,1.1,-5.495717296591838,0.0,-0.06806906376717617,0.0,-0.02549077140472546,0.0,-0.025486304414738817,0.0,6.734149682248195,0.0
0.5,1.25,-3.9568096357827125,0.0,-0.08671549838000348,0.0,-0.03866379803299443,0.0,-0.038673378318865866,0.0,4.5695320868581,0.0
0.5,1.5,-2.727561512160514,0.0,-0.0456620154848707,0.0,-0.025218164504878977,0.0,-0.025213570902447555,0.0,2.970063742107638,0.0
0.5,2.0,-1.5535739318891069,0.0,-0.08378715448519071,0.0,-0.06049130206334697,0.0,-0.060571972822861725,0.0,1.6964786376581305,0.0
0.5,3.0,-1.0062281665205193,0.0,-0.029495131825479637,0.0,-0.025184920395875436,0.0,-0.025180311739456257,0.0,1.143630191973223,0.0
0.5,5.0,-0.6540814050791302,0.0,0.001986662682705955,0.0,0.0021030860291009735,0.0,0.002102038871702608,0.0,0.7657996467390099,0.0
0.5,7.0,-0.5312758090754599,0.0,0.01098848857448084,0.0,0.011698089574319013,0.0,0.011693039162636601,0.0,0.6392857059437773,0.0
0.5,10.0,-0.44935158032732536,0.0,0.020842438284103995,0.0,0.023394280791608685,0.0,0.023388981907127945,0.0,0.5472611612124428,0.0
1.0,0.5,-0.9151964003795467,0.0,-0.015064564839977857,0.0,-0.013171008537355578,0.0,-0.013165563386537658,0.0,1.1222818570035487,0.0
1.0,0.75,-2.4988435778445677,0.0,-0.03417200715811302,0.0,-0.018654555287529583,0.0,-0.018648470722586193,0.0,2.8502111677579927,0.0
1.0,0.9,-3.648446654185191,0.0,-0.0915844987854151,0.0,-0.043345746744646606,0.0,-0.043364825686482374,0.0,4.21962846608661,0.0
1.0,0.95,-3.908816932110735,0.0,-0.06356444792297981,0.0,-0.029085954139622373,0.0,-0.02908371243261925,0.0,4.732838350990399,0.0
1.0,0.98,-3.9314140038237797,0.0,-0.04507106352506149,0.0,-0.020562883875496287,0.0,-0.020556946390788488,0.0,5.0119345137457465,0.0
1.0,1.02,-4.363469475741176,0.0,-0.02901571226899202,0.0,-0.012451103127687747,0.0,-0.012445840795508055,0.0,5.2661314128506795,0.0
1.0,1.05,-4.157645161206605,0.0,-0.03346394922183718,0.0,-0.014555089139713009,0.0,-0.0145493510009926,0.0,5.1505551220398695,0.0
1.0,1.1,-4.085810599376092,0.0,-0.08376387475108606,0.0,-0.037387927868264115,0.0,-0.037395375064943226,0.0,4.940600196124807,0.0
1.0,1.25,-3.3233500499451356,0.0,-0.07820171639666822,0.0,-0.03810593407405706,0.0,-0.038114558749427485,0.0,3.8128704457695197,0.0
1.0,1.5,-2.4594617835273875,0.0,-0.043367718277312596,0.0,-0.02529603724571388,0.0,-0.025291479234400376,0.0,2.6761341880790295,0.0
1.0,2.0,-1.4943135382178565,0.0,-0.07872017085125915,0.0,-0.058212542160816345,0.0,-0.05828226296472192,0.0,1.6316396267895072,0.0
1.0,3.0,-0.9848661518651225,0.0,-0.02959151088997989,0.0,-0.02544637440822812,0.0,-0.02544188641180329,0.0,1.1168144845439172,0.0
1.0,5.0,-0.6481431393119415,0.0,0.0014726100634768144,0.0,0.00157349643036178,0.0,0.0015727114322933995,0.0,0.7606569943054662,0.0
1.0,7.0,-0.5358237586543473,0.0,0.011564039608635526,0.0,0.012181433901638289,0.0,0.012176245095023304,0.0,0.6399872292034912,0.0
1.0,10.0,-0.44585486405100605,0.0,0.01997871602348193,0.0,0.022509661323329096,0.0,0.022504105644647655,0.0,0.5436962062393571,0.0
2.0,0.5,-0.8293776309576333,0.0,-0.01759558652716639,0.0,-0.01620602123781948,0.0,-0.016200043690376618,0.0,1.0092851890380092,0.0
2.0,0.75,-1.8950852665442288,0.0,-0.039155257547767844,0.0,-0.0247368846086288,0.0,-0.024732081177285172,0.0,2.134789644417563,0.0
2.0,0.9,-2.4606099271177335,0.0,-0.08291014839777333,0.0,-0.04761015466617772,0.0,-0.04764036811688954,0.0,2.7928142536582037,0.0
2.0,0.95,-2.5127046308531504,0.0,-0.08260480526929768,0.0,-0.047696598802708906,0.0,-0.047727064162743374,0.0,2.9139448478849808,0.0
2.0,0.98,-2.4969965574056356,0.0,-0.050714628510714406,0.0,-0.029640948236001552,0.0,-0.02963914718312613,0.0,3.030311341799641,0.0
2.0,1.02,-2.591968965607837,0.0,-0.04162505520074949,0.0,-0.023652768559962983,0.0,-0.02364755499628036,0.0,3.103050779462655,0.0
2.0,1.05,-2.620242793032066,0.0,-0.0428799817766169,0.0,-0.024056773068037475,0.0,-0.024051702380919488,0.0,3.1721522608062296,0.0
2.0,1.1,-2.5916300829206818,0.0,-0.059198845678222325,0.0,-0.03367194244101347,0.0,-0.03367419757047624,0.0,3.101847220935599,0.0
2.0,1.25,-2.4369980056682463,0.0,-0.05533987983167343,0.0,-0.03148284380303307,0.0,-0.031482704659459675,0.0,2.7709446254057477,0.0
2.0,1.5,-1.9753820218410598,0.0,-0.02667955946585392,0.0,-0.017156181356290604,0.0,-0.017150125243037478,0.0,2.195602678789147,0.0
2.0,2.0,-1.3459600293108105,0.0,-0.06499532063837557,0.0,-0.0508943037799433,0.0,-0.050934859540221304,0.0,1.496167733151963,0.0
2.0,3.0,-0.9241639347017188,0.0,-0.024809845789805617,0.0,-0.02193373431961714,0.0,-0.02192804001006125,0.0,1.0548979026340475,0.0
2.0,5.0,-0.6204689843724476,0.0,-0.0002603034873995469,0.0,-0.0002842374350309784,0.0,-0.0002840952922421679,0.0,0.7305990105602327,0.0
2.0,7.0,-0.5285710613236825,0.0,0.01165297518235556,0.0,0.012308308977217622,0.0,0.012303085243407093,0.0,0.6285864396970633,0.0
2.0,10.0,-0.4373033600105658,0.0,0.018974960176361494,0.0,0.021658773134838837,0.0,0.021653020377817352,0.0,0.5351171656141371,0.0
5.0,0.5,-0.632170484286851,0.0,-0.022524539323688218,0.0,-0.024053798394586056,0.0,-0.024048726612627802,0.0,0.7537591750990192,0.0
5.0,0.75,-1.0731923747034178,0.0,-0.04470964433585338,0.0,-0.03826212231374194,0.0,-0.03827101091677376,0.0,1.1773171085789835,0.0
5.0,0.9,-1.3197109894722532,0.0,-0.07608119698650219,0.0,-0.05969263707531121,0.0,-0.05976936374315959,0.0,1.410630593372073,0.0
5.0,0.95,-1.3794959574020575,0.0,-0.07795188739606297,0.0,-0.06127907065536271,0.0,-0.061363746074000934,0.0,1.4808315755230557,0.0
5.0,0.98,-1.331626669814458,0.0,-0.04771046659795222,0.0,-0.03847612236187908,0.0,-0.038485377146674056,0.0,1.4926629405358995,0.0
5.0,1.02,-1.3406173190630235,0.0,-0.04407296443895754,0.0,-0.035278663631938045,0.0,-0.03528298304394274,0.0,1.523678297682042,0.0
5.0,1.05,-1.312947874136532,0.0,-0.04193891380943448,0.0,-0.033593265866473467,0.0,-0.03359542672910477,0.0,1.4867094308687705,0.0
5.0,1.1,-1.3179355544158073,0.0,-0.04913101479673787,0.0,-0.03986289125493346,0.0,-0.03987464882713443,0.0,1.4726352650679435,0.0
5.0,1.25,-1.3293627478817944,0.0,-0.022305981808176906,0.0,-0.017045550684031532,0.0,-0.017039501377127002,0.0,1.4917680349804194,0.0
5.0,1.5,-1.239153784979989,0.0,-0.02515170748818982,0.0,-0.02056548225432177,0.0,-0.020559545118372127,0.0,1.3888284816847634,0.0
5.0,2.0,-1.0454771147404869,0.0,-0.044927093985594184,0.0,-0.04024649514931099,0.0,-0.040258985439693,0.0,1.1669296217242002,0.0
5.0,3.0,-0.7787700908971331,0.0,-0.02634467317829617,0.0,-0.025529570529981276,0.0,-0.02552512202135388,0.0,0.8769747139695523,0.0
5.0,5.0,-0.5427222671399772,0.0,0.0016100229407021267,0.0,0.00184926045987568,0.0,0.0018483387588166399,0.0,0.6546391015673497,0.0
5.0,7.0,-0.49381526432619927,0.0,0.009648089022857789,0.0,0.010508988342181206,0.0,0.010504312591772714,0.0,0.5802095736393493,0.0
5.0,10.0,-0.40588775539241917,0.0,0.01843491894028047,0.0,0.021924286713105867,0.0,0.02191859031307747,0.0,0.4963075913051453,0.0
10.0,0.5,-0.44773219486741533,0.0,-0.02688884637462536,0.0,-0.035008337478379184,0.0,-0.035012290755542214,0.0,0.5114747215441416,0.0
10.0,0.75,-0.6089877788052644,0.0,-0.03766358562417413,0.0,-0.04265417481100437,0.0,-0.042671678030917884,0.0,0.6695671527934958,0.0
10.0,0.9,-0.6969297491043609,0.0,-0.05278613741749586,0.0,-0.056941397263351096,0.0,-0.05700540944212249,0.0,0.7423700977428201,0.0
10.0,0.95,-0.7342235046807579,0.0,-0.05328238687839948,0.0,-0.05685169893050943,0.0,-0.05691531885963331,0.0,0.7784328829858659,0.0
10.0,0.98,-0.7283531056746047,0.0,-0.038306214678931666,0.0,-0.041055064553269946,0.0,-0.04106915789250784,0.0,0.7909850629253701,0.0
10.0,1.02,-0.7232532228852966,0.0,-0.035621747244467934,0.0,-0.03815773543225566,0.0,-0.038166447331199914,0.0,0.7963628488414738,0.0
10.0,1.05,-0.7257772425959779,0.0,-0.0375495495564123,0.0,-0.040037278914917096,0.0,-0.04004936738387079,0.0,0.7888756113126165,0.0
10.0,1.1,-0.7142212305343716,0.0,-0.0324692874620643,0.0,-0.03497236995241337,0.0,-0.03497627509577973,0.0,0.7858196145214715,0.0
10.0,1.25,-0.7119804628918092,0.0,-0.026411513182483175,0.0,-0.028009234138521473,0.0,-0.02800621385220058,0.0,0.7918900987786148,0.0
10.0,1.5,-0.7193634738389876,0.0,-0.02379899492336012,0.0,-0.025465892754706093,0.0,-0.025461413974815498,0.0,0.8003857141661379,0.0
10.0,2.0,-0.7065734124688043,0.0,-0.02908314990266128,0.0,-0.031303143298120624,0.0,-0.0313028281842617,0.0,0.7845633205884048,0.0
10.0,3.0,-0.582446843710489,0.0,-0.0177962979500559,0.0,-0.020178994157512307,0.0,-0.02017300969709865,0.0,0.664397138084603,0.0
10.0,5.0,-0.44227437959302973,0.0,-0.0017493016103181526,0.0,-0.0022244007132950026,0.0,-0.0022232937351385636,0.0,0.5351840899059293,0.0
10.0,7.0,-0.4302521701357671,0.0,0.004191431622611354,0.0,0.00496833624287701,0.0,0.004965912743982481,0.0,0.4990768712771892,0.0
10.0,10.0,-0.35536147058648315,0.0,0.015973288869523154,0.0,0.020305459213288257,0.0,0.020299489233877054,0.0,0.4314431531363421,0.0
25.0,0.5,-0.19531801664827708,0.0,-0.02312724149004283,0.0,-0.048474514548095246,0.0,-0.048507295448189644,0.0,0.20361301555320216,0.0
25.0,0.75,-0.24090423583142528,0.0,-0.02885179045347097,0.0,-0.05443739343112211,0.0,-0.05449096791118024,0.0,0.24769382356373826,0.0
25.0,0.9,-0.27304283643882865,0.0,-0.03437285449877307,0.0,-0.06140811710040713,0.0,-0.061493459465066,0.0,0.27135900283295267,0.0
25.0,0.95,-0.2769821163690087,0.0,-0.02999905124905076,0.0,-0.052820729503625215,0.0,-0.05286811584778646,0.0,0.2833068836793681,0.0
25.0,0.98,-0.2749685144710461,0.0,-0.024728647433450723,0.0,-0.04314604095686572,0.0,-0.043164658507000776,0.0,0.28861285265292513,0.0
25.0,1.02,-0.27494067733141137,0.0,-0.025150921666009254,0.0,-0.04408254683025391,0.0,-0.044103373284193136,0.0,0.28991373032332807,0.0
25.0,1.05,-0.27019701127961504,0.0,-0.023612078740082986,0.0,-0.04092130140907454,0.0,-0.040935124016588886,0.0,0.2877043991812731,0.0
25.0,1.1,-0.2667187495674168,0.0,-0.022366953129003542,0.0,-0.039005392853773746,0.0,-0.03901557612861986,0.0,0.2871083636127061,0.0
25.0,1.25,-0.27568014921231354,0.0,-0.026125466085292502,0.0,-0.04576219365438258,0.0,-0.045787275321979404,0.0,0.288446182206059,0.0
25.0,1.5,-0.2660790711317882,0.0,-0.017430590774802263,0.0,-0.031190963932967712,0.0,-0.031190540509909062,0.0,0.2905744733254022,0.0
25.0,2.0,-0.3021007394103017,0.0,-0.021918664145929818,0.0,-0.036216168501796334,0.0,-0.03622181814756833,0.0,0.30975931460142614,0.0
25.0,3.0,-0.26850235315058213,0.0,-0.002349602461128218,0.0,-0.003876089020149173,0.0,-0.003874179593960015,0.0,0.31962278360075025,0.0
25.0,5.0,-0.2627851920900113,0.0,-0.004624950999773773,0.0,-0.007583244109663556,0.0,-0.007579669479049551,0.0,0.30863787750854865,0.0
25.0,7.0,-0.2644093105119316,0.0,0.0006469331399475812,0.0,0.0009778091579171432,0.0,0.0009773205982643658,0.0,0.30148229251798375,0.0
25.0,10.0,-0.2557762715937424,0.0,-4.990074558097746e-07,0.0,-7.661586134727821e-07,0.0,-7.657754383485296e-07,0.0,0.28252762596557607,0.0
50.0,0.5,-0.05048246692206804,0.0,-0.008440623759690376,0.0,-0.036689122259742725,0.0,-0.03669547916695627,0.0,0.04629394204454328,0.0
50.0,0.75,-0.07206748602845137,0.0,-0.011932218244246008,0.0,-0.04268238863073913,0.0,-0.042699954925679635,0.0,0.06293063127308013,0.0
50.0,0.9,-0.07793660567814831,0.0,-0.012862496544366386,0.0,-0.043625518320490324,0.0,-0.04364525239862666,0.0,0.06862243890840761,0.0
50.0,0.95,-0.07952090807991286,0.0,-0.013341730080964996,0.0,-0.04520259765447805,0.0,-0.045226219126623626,0.0,0.06953320289055784,0.0
50.0,0.98,-0.07950032780426186,0.0,-0.013175567007370357,0.0,-0.044434983235499936,0.0,-0.04445667100381763,0.0,0.06989104025327608,0.0
50.0,1.02,-0.07936717652477054,0.0,-0.01312046276551488,0.0,-0.04427181609629263,0.0,-0.04429310304324925,0.0,0.06990020488794849,0.0
50.0,1.05,-0.08485299678507818,0.0,-0.01337982536188104,0.0,-0.04343463803777163,0.0,-0.04345392402379914,0.0,0.07455930683957841,0.0
50.0,1.1,-0.08656312421369816,0.0,-0.01295063016335594,0.0,-0.040951096747465436,0.0,-0.040964979468552126,0.0,0.07617970288061202,0.0
50.0,1.25,-0.09130553285635834,0.0,-0.014461954304923202,0.0,-0.04600132853306397,0.0,-0.046027047335486626,0.0,0.07865373065521088,0.0
50.0,1.5,-0.09326365409915693,0.0,-0.014621907679263607,0.0,-0.04707875587984743,0.0,-0.047107444260682446,0.0,0.07916412376233813,0.0
50.0,2.0,-0.09563081362266845,0.0,-0.011304542037129184,0.0,-0.033099033450991265,0.0,-0.03310061638774124,0.0,0.08909861109914965,0.0
50.0,3.0,-0.10533732326470058,0.0,-0.011883917012873002,0.0,-0.03408921911288009,0.0,-0.03409198471736839,0.0,0.10218766444075496,0.0
50.0,5.0,-0.1158951525674099,0.0,-0.013159590000657855,0.0,-0.034789586799779545,0.0,-0.03479324943220993,0.0,0.11250854512474898,0.0
50.0,7.0,-0.11693906142141675,0.0,-0.007957813745010327,0.0,-0.01908422298372946,0.0,-0.01907815300575021,0.0,0.11900697325578896,0.0
50.0,10.0,-0.12321415743966613,0.0,-0.008250462053820058,0.0,-0.019310938914950324,0.0,-0.01930488088041773,0.0,0.12081836557463038,0.0
100.0,0.5,-0.003027158142674846,0.0,-0.001575068120877771,0.0,-0.07050996716616666,0.0,-0.07065054728554011,0.0,0.0004109517343907908,0.0
